rgb__mean_c0,rgb__mean_c1,rgb__mean_c2,rgb__stdev_c0,rgb__stdev_c1,rgb__stdev_c2,rgb__median_c0,rgb__median_c1,rgb__median_c2,rgb__cov_0,rgb__cov_1,rgb__cov_2,lab__mean_c0,lab__mean_c1,lab__mean_c2,lab__stdev_c0,lab__stdev_c1,lab__stdev_c2,lab__median_c0,lab__median_c1,lab__median_c2,lab__cov_0,lab__cov_1,lab__cov_2,hsv__mean_c0,hsv__mean_c1,hsv__mean_c2,hsv__stdev_c0,hsv__stdev_c1,hsv__stdev_c2,hsv__median_c0,hsv__median_c1,hsv__median_c2,hsv__cov_0,hsv__cov_1,hsv__cov_2,gray__mean,gray__stdev,gray__median,tag
-0.38527975418076243,0.10216741753003045,-0.4789694088070937,-0.4879348273325518,-0.33905727681732845,-0.4192931782611967,-0.3650793650793651,0.07818930041152283,-0.49367088607594944,-0.7206273538580837,-0.6064119049180121,-0.7754540401204972,0.06208172663239542,-0.9487862535742515,0.1155998070580102,-0.3121565315491046,-0.5235888658807708,-0.6161902241128983,0.05648407266439359,-0.9607584579489397,0.17640623497528807,-0.05239577926516062,-0.34876268525446663,-0.3351824915960736,-0.4320096755147379,0.0970859454739319,-8.615265796585447e-05,-0.884471696785309,-0.42148947093690525,-0.3597168152647897,-0.42461310028721955,0.05702671412033622,0.031746031746031855,-0.16843322655417614,0.18999004332744637,-0.16275604160781715,-0.026010412528487903,-0.3488942373129964,-0.029535864978903037,OTHER
-0.36273766234609917,-0.12116745028870746,-0.5287671981527782,-0.45472850728631065,-0.5249167708286577,-0.36426339617542924,-0.3650793650793651,-0.15226337448559657,-0.5780590717299579,-0.7741501716009134,-0.5569979296029981,-0.8246465169871614,-0.11344972297206024,-0.6670378427830769,-0.005670524999307369,-0.4613820005661601,-0.39517725369901435,-0.4716237157895813,-0.13492611278401645,-0.6830207955560703,0.0629605495641638,0.06479222036120116,-0.4206471925973728,-0.4271839955012051,-0.5609535475290556,-0.011148376051967501,-0.20945338571236294,-0.8608075914301303,-0.06845255407302175,-0.5369570830905374,-0.5291913223714826,0.047754729826052555,-0.19047619047619047,-0.10418698397761139,0.17020780820588827,-0.1656731971940841,-0.18601417609300164,-0.4823815589709972,-0.20675105485232081,OTHER
-0.47111835085434217,-0.3523609523464696,-0.5894952931371342,-0.4937863372178669,-0.343266306341909,-0.4286960838576598,-0.5,-0.40740740740740733,-0.679324894514768,-0.7120202464957195,-0.6088947319834954,-0.7975485936381536,-0.3331413229208875,-0.48824433597406225,-0.15505198387704505,-0.2779559715654738,-0.46458439419830777,-0.41463800707182896,-0.3860411876941524,-0.4769602231762493,-0.11628177855737681,-0.0732343540284201,-0.3195663468552796,-0.4186658284795495,-0.6255832125905232,-0.1864622052227346,-0.4114570041325193,-0.6466549337283929,-0.3234160132534598,-0.4006251969946081,-0.5924342785946026,-0.16064516111097904,-0.4285714285714286,-0.18691726942775513,0.24817792010622763,-0.08664449115840958,-0.38254193935085457,-0.351363037478471,-0.4345991561181435,OTHER
-0.16016091285727518,-0.03362592004468967,-0.23969818693555212,-0.06267934058878644,0.007758228329098671,-0.12895495451283445,-0.15873015873015872,-0.08641975308641969,-0.26582278481012667,-0.31398747524898574,-0.23388162208599605,-0.5138143094665855,-0.0031150860393092117,-0.4654979053287654,-0.2071733512095183,0.1013659057217926,-0.7693188513114266,-0.724836887847534,-0.031556533050458135,-0.46849601219180026,-0.14029455093195,-0.029142871349459865,-0.3120612324761235,-0.2982370060026051,-0.6269451775783824,-0.5095756442227203,-0.12262450278903003,-0.8587562395288749,-0.5504802861976117,-0.03791150085785988,-0.6045497889354288,-0.5319148931933022,-0.11904761857641433,-0.1633222835575092,0.1874090222707963,-0.1709791580107462,-0.055439396156982235,0.04568525499423748,-0.09704641350210985,OTHER
-0.08085757393172743,0.23983662040796627,-0.29460930988782763,-0.41711113233651576,-0.3375375393750888,-0.37385319641385006,-0.04761904761904767,0.2181069958847739,-0.29957805907172996,-0.6844252814668128,-0.5473302044223407,-0.7654022818093855,0.22871252637340045,-0.758990069290337,0.09197731603084769,-0.31805815491224954,-0.5265680978728526,-0.5674335494052738,0.22252686755372042,-0.7747812914325705,0.17311173165778515,-0.013423018037214567,-0.36336204571243025,-0.36891647085865126,-0.5388825228426031,-0.11484684755655161,0.13015392069366682,-0.9069998078674032,-0.45392205284838916,-0.3606234530825898,-0.5235362647014918,-0.12893330613528609,0.1666666671378716,-0.14616888610564494,0.18670063696785066,-0.12358727363929803,0.15651898160732114,-0.3254471799563795,0.15611814345991548,OTHER
-0.9905836420419758,-0.9524654352852332,-0.9437669932095476,-0.7983717553936971,-0.8178241328487944,-0.8424534025138397,-0.9761904761904762,-0.9670781893004115,-0.9662447257383966,-0.8963810161186403,-0.7751993107664066,-0.9368390801928488,-0.9668055828156783,-0.33799386386966157,-0.4350029880780757,-0.803320024344871,-0.9587016843454718,-0.9139320743916596,-0.9824116280299132,-0.33721501946691596,-0.3604847194036633,0.03205748396938935,-0.37169538350189113,-0.27478334417273004,-0.6476523194065176,-0.4359247673711958,-0.9893008142450287,-0.20285809768599428,0.13749702346810388,-0.7992054251362244,-0.6627042312515974,-0.47368420413264967,-0.9761904757192713,0.0895590174181154,0.16305726980690988,-0.041730817699878714,-0.9602421226503857,-0.8012871585997735,-0.9746835443037974,OTHER
0.16394499599666723,0.5910165362354072,0.5934370346080806,-0.1401600433945468,0.11469045883554596,0.20708116189207204,0.23015873015873023,0.580246913580247,0.6962025316455696,-0.3171040549316614,-0.1389859356938422,-0.29636547685426917,0.5717131825923958,-0.5857912000804968,-0.5119993543917224,0.10175771019405411,-0.7290991915881344,-0.4177353822370439,0.587470822304663,-0.5818986485289133,-0.4586211738438237,-0.06356705827152583,-0.46957327763882234,-0.28047922902321876,-0.022905343674916923,-0.5717222842831783,0.5046189207770058,-0.6243550676293165,-0.6817081038920738,0.08229209918801828,0.02011892916107616,-0.5764705881194153,0.5952380957093,-0.12346091142296098,0.2821088496888766,-0.02584768718631739,0.5316174266976119,0.128140918220216,0.5443037974683542,OTHER
-0.6645353454478131,-0.6023544868180807,-0.6664719705974778,-0.31242948537644066,-0.23823157511845006,-0.34021262549133235,-0.7619047619047619,-0.7613168724279835,-0.8059071729957806,-0.582964782286941,-0.4857946966806629,-0.7033127186386168,-0.6030003639152322,-0.3751931006321155,-0.3489941950485441,-0.09074325869720179,-0.7298911380401882,-0.6754820746340053,-0.77178861675535,-0.35511995576583993,-0.30432016800914213,-0.030757955765573206,-0.31279722456466275,-0.3106420625709384,-0.6723366297883311,-0.48825063358825205,-0.6485588934876634,-0.5559899570089541,-0.5468169356524153,-0.2560793954092119,-0.6819940219499177,-0.4814814769417012,-0.7619047619047619,-0.17099383001677176,0.2222571564857497,-0.09847047604417775,-0.6129557223604518,-0.2148100920112569,-0.7637130801687764,OTHER
-0.4397608069679101,-0.27864013558644063,-0.6671482832588705,-0.14754891985600171,0.26480256258309987,-0.4183893817160389,-0.39682539682539675,-0.2592592592592592,-0.7130801687763713,-0.24420461335598398,-0.48051672883211743,-0.6425687711726484,-0.2827064205454486,-0.5606882618085337,-0.024579030350424025,0.34199587545909504,0.06063362316386889,0.1541508301369494,-0.24476338276305165,-0.5795681001606293,0.04706485591931209,-0.5516685988609398,0.20438519899503238,-0.8580074080904864,-0.6528541108947494,0.128899624605199,-0.3195207310900594,-0.3692900823349574,-0.4011780823066746,0.1272535392612768,-0.5793968305346998,0.15175757787184585,-0.29365079317958875,-0.15140325967562684,0.2802202302600806,-0.02172313858981966,-0.32778207567552486,0.18698613576065903,-0.3080168776371309,OTHER
-0.17993234124309576,0.275298750515087,-0.43738984301348516,-0.4149269597657306,-0.18864281750002643,-0.43862596861753633,-0.12698412698412698,0.30041152263374493,-0.44303797468354433,-0.6373840322084083,-0.5932725730475281,-0.7669493213722295,0.23145483923307575,-0.9366252120374127,0.23859146056423253,-0.17909679821511415,-0.3373809792582382,-0.3713404278416904,0.2634016083638553,-0.9557999639428414,0.3094575563363585,-0.1486474233309906,-0.23950141342229708,-0.4517314950294684,-0.5037033879474363,0.13335905818281502,0.1644816941885503,-0.8841599611770434,-0.47798137502086513,-0.22391646339967375,-0.49405634687739597,0.12286667795071171,0.2460317465029509,-0.16155824555831974,0.19812016740405286,-0.0975547818579472,0.14900230692565586,-0.2236583640926758,0.18143459915611793,OTHER
